DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYJetsToLL_M-50_HT-70to100_TuneCP5_13TeV-madgraphMLM-pythia8,B2G,3,#N/A,20,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0,1.0,,14.2,#N/A,,20.0,#N/A,,6.4,#N/A,,5.8,#N/A,"TT_resonances_dilep, TT_resonances_1lep, Diboson_resonances_WZ_3lnu","important are in particular high HT bins, could therefore drop the first 2 or even 3 samples",,3
DYJetsToLL_M-50_HT-100to200_TuneCP5_13TeV-madgraphMLM-pythia8,B2G,3,#N/A,30,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0,1.0,,21.4,#N/A,,30.0,#N/A,,9.7,#N/A,,8.6,#N/A,"TT_resonances_dilep, TT_resonances_1lep, Diboson_resonances_WZ_3lnu","For DY samples with HT<400 GeV, if possible, can we increase the number of events by a factor of 2.5, compared to what was produced in earlier campaigns (Summer16, Fall17, Autumn18)? ",,3
DYJetsToLL_M-50_HT-200to400_TuneCP5_13TeV-madgraphMLM-pythia8,B2G,3,#N/A,20,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0,1.0,,14.2,#N/A,,20.0,#N/A,,6.4,#N/A,,5.8,#N/A,"TT_resonances_dilep, TT_resonances_1lep, Diboson_resonances_WZ_3lnu",,,3
DYJetsToLL_M-50_HT-400to600_TuneCP5_13TeV-madgraphMLM-pythia8,B2G,3,#N/A,8,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0,1.0,,5.7,#N/A,,8.0,#N/A,,2.6,#N/A,,2.3,#N/A,"TT_resonances_dilep, TT_resonances_1lep, Diboson_resonances_WZ_3lnu",,,3
DYJetsToLL_M-50_HT-600to800_TuneCP5_13TeV-madgraphMLM-pythia8,B2G,3,#N/A,8,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0,1.0,,5.7,#N/A,,8.0,#N/A,,2.6,#N/A,,2.3,#N/A,"TT_resonances_dilep, TT_resonances_1lep, Diboson_resonances_WZ_3lnu",,,3
DYJetsToLL_M-50_HT-800to1200_TuneCP5_13TeV-madgraphMLM-pythia8,B2G,3,#N/A,8,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0,1.0,,5.7,#N/A,,8.0,#N/A,,2.6,#N/A,,2.3,#N/A,"TT_resonances_dilep, TT_resonances_1lep, Diboson_resonances_WZ_3lnu",,,3
DYJetsToLL_M-50_HT-1200to2500_TuneCP5_13TeV-madgraphMLM-pythia8,B2G,3,#N/A,7.5,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0,1.0,,5.3,#N/A,,7.5,#N/A,,2.4,#N/A,,2.2,#N/A,"TT_resonances_dilep, TT_resonances_1lep, Diboson_resonances_WZ_3lnu",,,3
DYJetsToLL_M-50_HT-2500toInf_TuneCP5_13TeV-madgraphMLM-pythia8,B2G,3,#N/A,2.5,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0,1.0,,1.8,#N/A,,2.5,#N/A,,0.8,#N/A,,0.7,#N/A,"TT_resonances_dilep, TT_resonances_1lep, Diboson_resonances_WZ_3lnu",,,3
QCD_HT100to200_BGenFilter_TuneCP5_13TeV-madgraph-pythia8,HIG,2,#N/A,,,#N/A,,,,1.0,1.0,1.0,1.0,,40.0,,,40.0,,,,,,,,,,,
QCD_HT200to300_BGenFilter_TuneCP5_13TeV-madgraph-pythia8,HIG,2,#N/A,18.74,18.74,#N/A,0.03%,#N/A,#N/A,1.0,1.0,1.0,1.0,,13.3,#N/A,,18.7,#N/A,,6.0,#N/A,,5.4,#N/A,,,,1
QCD_HT300to500_BGenFilter_TuneCP5_13TeV-madgraph-pythia8,HIG,2,#N/A,17.13,17.13,27960,0.07%,28039.38792,0.6108,1.0,1.0,1.0,1.0,,12.2,0.010,,17.1,0.010,,5.5,0.010,,4.9,0.010,,,,1
QCD_HT500to700_BGenFilter_TuneCP5_13TeV-madgraph-pythia8,HIG,2,#N/A,8.29,8.29,#N/A,0.08%,#N/A,#N/A,1.0,1.0,1.0,1.0,,5.9,#N/A,,8.3,#N/A,,2.7,#N/A,,2.4,#N/A,,,,1
QCD_HT700to1000_BGenFilter_TuneCP5_13TeV-madgraph-pythia8,HIG,2,#N/A,5.84,5.84,#N/A,0.11%,#N/A,#N/A,1.0,1.0,1.0,1.0,,4.2,#N/A,,5.8,#N/A,,1.9,#N/A,,1.7,#N/A,,,,1
QCD_HT1000to1500_BGenFilter_TuneCP5_13TeV-madgraph-pythia8,HIG,2,#N/A,1.95,1.95,#N/A,0.17%,#N/A,#N/A,1.0,1.0,1.0,1.0,,1.4,#N/A,,2.0,#N/A,,0.6,#N/A,,0.6,#N/A,,,,1
